userID,text,created_at,favorite_count,followers_account,friends_count,location
21804,"RT @LiveCivilly: You should never be bored, be happy to be alive.- Louis Ck #quote https://t.co/PtZqZTH0Vq",10/19/2016 21:00:02 EDT,5076,1088,2150,NJ
7128,RT @MarieMa49685063: #Debates #NeverHillary She has two personalities. 1) in private with business and money donors and 2) in public to… ,10/19/2016 21:00:02 EDT,132,94,152,"Lexington Park, MD"
8399,RT @NintendoAmerica: Be among the first to discover #NX. Watch the Preview Trailer at 7am PT/10am ET! https://t.co/R2QTzjyLUo,10/19/2016 21:00:09 EDT,7479,131,255,"Rochelle, Illinois"
6772,🙄🙄🙄 https://t.co/qejZsJufhT,10/19/2016 21:00:10 EDT,7847,1893,1734,"Boston, MA"
1597,RT @ThePatriot143: No wonder Obama gave our internet away...It's so powerful #TheTruth  #RiggedSystem #DrainTheSwamp #MAGA3X… ,10/19/2016 21:00:11 EDT,71,353,219,"Pittsburgh, PA"
2501,Chris Wallace says he’s happy to welcome crowd to last lecture of the political season. #debatenight,10/19/2016 21:00:11 EDT,138,1649,729,"Washington, DC."
10475,"RT @matthewbaldwin: I hate how the candidates pander to ""hardworking Americans"". When will Americans like me have a voice?",10/19/2016 21:00:12 EDT,1776,383,234,LIC Qns. NYC USA (via CCFL)
12722,RT @kelleybuehler: https://t.co/0MHb6VjjIy,10/19/2016 21:00:13 EDT,4278,149,1068," Adelanto, CA 92301"
9288,RT @Refinery29: Please join me (@LauraBenanti) while I live tweet the third and final debate! LB #Debate https://t.co/O1jdDzSOnL,10/19/2016 21:00:13 EDT,2590,7400,1515,NYC
20227,RT @MashupTunes: I LOVE THIS https://t.co/GQ5wCVSOnG,10/19/2016 21:00:14 EDT,18153,828,867,Saint Louis University 2017
10671,RT @mattyglesias: https://t.co/c8PYAbhVHw,10/19/2016 21:00:14 EDT,103,652,1381,Florida
14686,"Confused by ""judgement is near, you need Jesus, not a 'church'"" picket sign. Is this pro churches need to evolve? Weird for #debatenight",10/19/2016 21:00:14 EDT,280,218,491,"Norwalk, CT"
17892,"#livetweet #debatenight let's do this. Making history, sadly.",10/19/2016 21:00:15 EDT,6249,1496,873,"NJ, NYC, SHH RIGHT BEHIND YOU!"
16833,RT @ChrisGorbos: UNLV is the only university where you can major in bottle service #debatenight,10/19/2016 21:00:15 EDT,5263,291,601,"Washington, DC"
14055,The Laker/Lutz News brings home five awards #Lutz #News https://t.co/tFYarBdlt2 #parkbenchnews,10/19/2016 21:00:15 EDT,110,602,1592,Tampa Florida
17029,Doing what I love! https://t.co/KSohuytfjZ,10/19/2016 21:00:16 EDT,239,324,152,"Waldorf, MD"
1162,"RT @DougStanhope: Depending on how bad Trump loses, he could get comped a free buffet or even a a room on the house. #LasVegas #debatenight",10/19/2016 21:00:19 EDT,1247,148,232,"Portland, OR"
20501,Why it's funny for Chris Wallace to set the standards for this evening: https://t.co/cabLGSrnwZ #Debates2016,10/19/2016 21:00:22 EDT,1304,556,915,"Washington, DC"
13795,@LizTardo Congratulations!,10/19/2016 21:00:22 EDT,13307,47905,1797,United States
961,"RT @KING5Seattle: Final Trump/Clinton debate: The Drinking Game &gt;&gt; https://t.co/pnohF6BQV0

Participate responsibly.",10/19/2016 21:00:23 EDT,19964,118,257,Washington State
12965,@playmatestweets that isn't Renew Tenison,10/19/2016 21:00:23 EDT,294,83,116,"Houston, Texas"
1597,RT @Cernovich: Wow! Racist @Olivianuzzi is cross-examining Danny Williams like she's a Clinton lawyer! #DebateNight https://t.co/p0QPwY7Diu,10/19/2016 21:00:25 EDT,71,353,219,"Pittsburgh, PA"
11586,"@MrGeorgeWallace @ScottBaio yeah, that won't work.",10/19/2016 21:00:28 EDT,5472,271,567,"Georgia, USA"
10671,RT @PiperPerabo: It's #Debate time! #ImWithHer https://t.co/k1TvzNcal1,10/19/2016 21:00:29 EDT,103,652,1381,Florida
2767,"Hmm, what to watch tonight. American Horror Story or the REAL American Horror Story also known as the presidential debate.",10/19/2016 21:00:29 EDT,19,97,432,"Greenville, SC"
19199,no hootin' nor hollerin'!,10/19/2016 21:00:33 EDT,282,373,531,New York City
3625,WOW,10/19/2016 21:00:34 EDT,54,266,292,"Cleveland, OH"
453,WHAT?????!?,10/19/2016 21:00:34 EDT,5010,685,670,"Huntsville, AL"
9866,"Here we go, kids, the last #debate And what we think will be a demolition derby. Enjoy #MalachiCrunch",10/19/2016 21:00:38 EDT,9970,14155,829,New York
21226,@SkorpionOff no problem my dude ✌🏼️👌🏽,10/19/2016 21:00:43 EDT,732,253,167,Michigan
20404,If I'm a dodger. I'm irate.,10/19/2016 21:00:45 EDT,111,129,501,"Charlotte, NC"
10671,"RT @trcfwtt: I've had to promise the hubs I won't interrupt the debates. Ha! So in honor of my promise let me go ahead and say Fuck You, Tr…",10/19/2016 21:00:46 EDT,103,652,1381,Florida
52,Heyward might get bailed because you can't tell if his hand was down or not,10/19/2016 21:00:46 EDT,57082,214,777,Alaska
6772,"RT @SheWhoVotes: Take it from a constitutional lawyer, the First Amendment does not apply in any way to a non-citizen in an Ecuadori… ",10/19/2016 21:00:50 EDT,7847,1893,1734,"Boston, MA"
18654,Couldn't have been more out. WHAT A THROW,10/19/2016 21:00:50 EDT,3627,458,372,"Lincoln Park, Chicago"
8966,Nice work @JonLuskin and @DefineFinancial! https://t.co/FaBb3cGBDN,10/19/2016 21:00:52 EDT,2884,952,336,"Minneapolis, MN"
15585,Lol that's ridiculous,10/19/2016 21:00:52 EDT,1233,117,272,"Milwaukee, WI"
19438,Heyward one hopped it to the plate. Why is that such a bad throw? @FS1 is pulling for the east coast west coast World Series,10/19/2016 21:00:57 EDT,848,112,393,"Chicago, IL"
8902,Whos is watching the debate? #debatenight,10/19/2016 21:00:57 EDT,978,17020,448,New York City
11440,@jesseleesoffer 2. You've made it clear that you hate me. I'm so very hurt. I think the world of you. I don't under… https://t.co/tuTvtLTrg1,10/19/2016 21:00:59 EDT,20183,478,282,I wish I was at the beach.
8889,Chris Wallace already won. #ChrisWallace #debates #VegasDebate,10/19/2016 21:01:02 EDT,2952,525,930,"Minneapolis, MN"
7828,B.S.,10/19/2016 21:01:03 EDT,770,329,563,"Quincy, IL"
17230,That call... https://t.co/hcvcZvMp25,10/19/2016 21:01:07 EDT,7383,700,663,McPherson Kansas
1103,Puppies pecan pies puppies puppies puppies pecan pies pies pecan pies pecans puppies puppies pecan pies pecan pies,10/19/2016 21:01:07 EDT,2571,426,927,"Alexandria, Virginia"
11607,"@Digital_Thirst @JenniferLSchiff Great article, Jennifer! #CIO #CMO https://t.co/mGiE3Y8FB1",10/19/2016 21:01:08 EDT,54224,11032,830,"Triangle (Raleigh-Durham), NC"
17126,Forgiving Intense Hurts https://t.co/u3WgoTEyyi via @YouTube,10/19/2016 21:01:11 EDT,681,304,566,"Princeton, Texas   USA"
14686,"Spotted: my new friend Chelsea Clinton. Or as I like to call her, Chels #debatenight",10/19/2016 21:01:12 EDT,280,218,491,"Norwalk, CT"
1597,"RT @Democrat_4Trump: WikiLeaks [Evidence ADP532]
The @FoxNews Hillary MOLE is no other than: 

@megynkelly cc'd privately x12 times in Pode…",10/19/2016 21:01:12 EDT,71,354,219,"Pittsburgh, PA"
12493,RT @LeeAnnMcAdoo: Would love to know if @Olivianuzzi questioned Trump's accusers with the same venomous tone she used with Danney Williams.,10/19/2016 21:01:13 EDT,25291,1431,2652,"York, ME"
9866,Chris Wallace--interesting guy. I can't believe he was responsible for Tupac's Death. #BigPoppa #debate,10/19/2016 21:01:14 EDT,9970,14155,829,New York
3669,"RT @thehill: WATCH LIVE: Trump, Clinton face off in final presidential #debate https://t.co/pvGQnMEY9V https://t.co/PNWXy3FiTM",10/19/2016 21:01:17 EDT,239,1146,1876,Los Angeles
4973,We're scoring the third presidential debate. See who's winning each round https://t.co/ifNOaKJeSu,10/19/2016 21:01:17 EDT,184,335,202,"Los Angeles, CA"
4973,Update on: Dodgers vs. Cubs live updates: No score after one inning https://t.co/3uYGwiGA5e,10/19/2016 21:01:17 EDT,184,335,202,"Los Angeles, CA"
4973,"Urias escapes two-on, one-out jam in second https://t.co/KMWl2ceIbz",10/19/2016 21:01:18 EDT,184,335,202,"Los Angeles, CA"
4973,Dodgers get leadoff single in second https://t.co/jyB9MEs8Og,10/19/2016 21:01:18 EDT,184,335,202,"Los Angeles, CA"
6772,"RT @dandrezner: ""Silence, please. Blessed silence."" Amen, Chris Wallace.",10/19/2016 21:01:19 EDT,7848,1893,1734,"Boston, MA"
13619,"Awful throw, awful tag attempt. Cubs got away with one.",10/19/2016 21:01:19 EDT,29369,420,386,"San Antonio, TX"
4742,"RT @bencasselman: Cramming for night's #debate? Check out our ""briefing book"" of the major policy issues in the campaign.
https://t.co/x9sH…",10/19/2016 21:01:26 EDT,748,9308,298,"San Francisco, CA"
812,FUCKING WHAT #NLCS,10/19/2016 21:01:27 EDT,11,116,74,Elma Wa 
20550,Top 15 Company for Developing C-Level Mktg Leaders: @Nike @nikecareers @colehaan https://t.co/i72l9oNFW6 https://t.co/Y7R6QhkhiT,10/19/2016 21:01:28 EDT,1854,11430,9977,Charlottesville Virginia
9343,"The ""Presidential"" Debate",10/19/2016 21:01:29 EDT,4056,3857,233,Minneapolis
14034,@CarrieMuskat That was a terrible throw? I could throw a better strike left handed.,10/19/2016 21:01:30 EDT,3997,218,469,Iowa City 
20404,Can we officially say the curse is over even if we don't win?  I'd say so by that call.,10/19/2016 21:01:31 EDT,111,129,501,"Charlotte, NC"
10418,@FoxNews @greggutfeld unbelievable! Come on Greg be nice and be smart!,10/19/2016 21:01:32 EDT,254,48,113,"Merritt Island, FL"
52,Hey look what happened. And I saw it twice because FOX Sports Go is having a stuttering fit,10/19/2016 21:01:32 EDT,57082,214,777,Alaska
453,Clearly replay in New York wants the Cubs to win...,10/19/2016 21:01:33 EDT,5010,684,669,"Huntsville, AL"
18964,IIIIIIIII’m…Hooked on the #GUARDIANSOFTHEGALAXYVOL2 Sneak Peek! https://t.co/R2CtVL9c6F via @nerdpoop,10/19/2016 21:01:34 EDT,598,402,850,
12493,"RT @FranMFarber: Michael Savage called Chris Wallace ""Meatloaf"". #debatenight",10/19/2016 21:01:34 EDT,25292,1431,2652,"York, ME"
4127,@trombonechick01 @DebateDrinking hahaha,10/19/2016 21:01:35 EDT,13142,17482,13603,"San Luis Obispo, CA"
20990,"Well, the #debate should be a total fucking shit show",10/19/2016 21:01:35 EDT,1698,99,279,"Minnesota, USA"
12493,RT @AP: BREAKING: Authorities say a sheriff's deputy in a northern California county has been shot to death.,10/19/2016 21:01:37 EDT,25292,1431,2652,"York, ME"
12605,ok...please don't call me...am ready for the debate.,10/19/2016 21:01:41 EDT,30,364,337,"Seattle, Wa"
1597,RT @ghbt1: #SlobBeastHo👇🏼 https://t.co/ttP4A1pqqO,10/19/2016 21:01:43 EDT,71,354,219,"Pittsburgh, PA"
2563,The fact that every debate has begun with the crowd being admonished not to make noise suggests that maybe we don't need a live audience.,10/19/2016 21:01:44 EDT,1625,8505,1797,"Washington, D.C."
10242,RT @garyfromteenmom: my 👏 culture 👏 is 👏 not 👏 your 👏 costume 👏 https://t.co/NXr9xV6OdL,10/19/2016 21:01:46 EDT,3623,19211,766,"Syracuse, NY"
18984,"RT @GettyImages: Tonight's #debate could get ugly. Luckily, we've got the cure. #debatenight

For the debate action ➡️  follow… ",10/19/2016 21:01:47 EDT,5729,23162,3064,San Francisco
10671,@kurteichenwald Have you seen this election so far? Not much chance of that,10/19/2016 21:01:50 EDT,103,652,1381,Florida
5163,"RT @MoveOn: #debatenight, are you watching? @SenWarren, #same. https://t.co/DhWGdksZ5X",10/19/2016 21:01:52 EDT,54,11,54,Northern California
21154,Ugh. Here we go. #PresidentialDebate,10/19/2016 21:01:52 EDT,9097,548,1260,"Revelo, KY"
15301,RT @TheCUTCH22: 🤔🤔🤔,10/19/2016 21:01:53 EDT,987,572,550,St. Louis
22275,RT @b_mccaffrey: I'm sure John Lackey will regain his composure quickly if Gonzalez is called safe. https://t.co/8rirUi0EVg,10/19/2016 21:01:53 EDT,3724,111,300,"Providence, RI"
10148,MLB replay must be Cubs fans.,10/19/2016 21:01:54 EDT,320,596,927,"Bowling Green, Kentucky"
1597,RT @jeff_wise: I support @danney_williams who is the #ClintonSon - Racist @Olivianuzzi is a bully.  @RealAlexJones #DebateNight,10/19/2016 21:01:56 EDT,71,354,219,"Pittsburgh, PA"
16400,"RT @EliLanger: Ten years ago tonight, Carlos Beltran didn't swing. I did not know Donald Trump was ten feet away from home plate.… ",10/19/2016 21:01:57 EDT,18329,1684,2173,
6153,RT @PlayStation: Experience a trio of horror classics on PS4 with Amnesia: Collection: https://t.co/SsfJcY7tU1 https://t.co/ThqulhJfcf,10/19/2016 21:02:01 EDT,5239,183,17,Texas
1597,RT @P0TUSTrump: How much do you think .@Olivianuzzi was paid by the Clinton's to try &amp; make a young Black Man look bad? Racist Olivia is di…,10/19/2016 21:02:02 EDT,71,354,219,"Pittsburgh, PA"
21491,"RT @AutoSportsArt: POTUS' Cadillac One - Luxury of A Limo, Sturdiness of a Tank https://t.co/sURIiB3YuU https://t.co/KR3MvWkziR",10/19/2016 21:02:03 EDT,34614,1393,1974,Provo Utah
22793,still haven't figured it replay i are mlb,10/19/2016 21:02:07 EDT,14170,1604,988,"Boston, MA"
22220,"All right, politicksy Twitter. Once more, with feeling. #imissbuffy",10/19/2016 21:02:07 EDT,2190,1537,464,"Chicago, IL"
6772,Hey @TimBoersma4 https://t.co/oGNtlWUsWG,10/19/2016 21:02:07 EDT,7849,1893,1734,"Boston, MA"
22737,Let the games begin...get ya 🍿 ready — watching Presidential Debates 2016,10/19/2016 21:02:08 EDT,6,145,187,"Phoenix, AZ"
1756,I'm already weeping uncontrollably. #debate,10/19/2016 21:02:10 EDT,3039,153,344,Philadelphia
5163,RT @sierraclub: Hey! Thanks @JamesCarville for calling for a #climate discussion during #debatenight just now on @MSNBC… ,10/19/2016 21:02:11 EDT,54,11,54,Northern California
12493,I'm on the #TrumpTrain and will be watching the final #debate LIVE on Twitter tonight! https://t.co/qmH94AhRT1 https://t.co/DrUUysGUFj,10/19/2016 21:02:18 EDT,25292,1431,2652,"York, ME"
12722,"RT @1NatalieMaines: Who can guess closest without going over, how many minutes it will take for Trump to sniff 20 times? I say, 3 minutes 5…",10/19/2016 21:02:20 EDT,4282,149,1068," Adelanto, CA 92301"
8095,How to self-edit your #writing. 5 essential elements. https://t.co/aLgn0Z6w1V #amwriting #writerslife #WritersWednesday #writers,10/19/2016 21:02:21 EDT,233,753,799,Illinois
4127,Hey! Lester Holt showed up!,10/19/2016 21:02:22 EDT,13142,17482,13603,"San Luis Obispo, CA"
12623,@lookitsjulia not big enough,10/19/2016 21:02:23 EDT,5875,4949,863,"Seattle, WA, USA"
7072,"Headed into debate,@RealClearNews's average of polls has @HillaryClinton up by 6.2 percentage points #debatenight  https://t.co/cl5Rz4mT5Q",10/19/2016 21:02:24 EDT,3265,11032,6494,Baltimore
12493,"RT @vsafeswm49: I'm on the #TrumpTrain and will be watching the final #debate LIVE Twitter tonight! debates. I'll tune to C-span com
https:…",10/19/2016 21:02:24 EDT,25292,1431,2652,"York, ME"
15592,"RT @JeffNadu: Listen LIVE and RT! https://t.co/cWLYQr4AWz

@c2cSportsCast",10/19/2016 21:02:29 EDT,382,1152,469,Los Angeles
10887,Good evening,10/19/2016 21:02:29 EDT,802,356,1053,"Spring Hill, FL"
15101,Well we know who the commish wants to win this series! 😐,10/19/2016 21:02:30 EDT,4192,386,308,Oregon
22374,@shannonsteck funyuns tho,10/19/2016 21:02:30 EDT,1816,190,1310,"Brooklyn, New York"
10418,RT @realDonaldTrump: This is an incredible MOVEMENT- WE are going to take our country BACK! #November8th #BigLeagueTruth #Debate https://t.…,10/19/2016 21:02:31 EDT,254,48,113,"Merritt Island, FL"
2563,RT @SXMPOTUS: Join @SXMPOTUS for the pre-debate with @tracysefl and @JuleannaGlover,10/19/2016 21:02:32 EDT,1625,8505,1797,"Washington, D.C."
10418,"RT @realDonaldTrump: Tune in at https://t.co/Q08Kp4w3oT and get the word out #BigLeagueTruth #Debate Help us spread the TRUTH, stop the… ",10/19/2016 21:02:37 EDT,254,48,113,"Merritt Island, FL"
8785,@GalenaCellars Any idea when the Merry Merry Cranberry will be back in stock?!,10/19/2016 21:02:37 EDT,13,323,888,Chicago-ish
3331,RT @Deadspin: Jurors posed for photos with Derrick Rose after finding him not liable in civil trial for rape:… ,10/19/2016 21:02:37 EDT,2807,161,1684,Berkeley MCB Ph.D.
8337,📷 tillsterrulz: thecynicaltank: When you shoot down a Yak 9T with your superior Spitfire. TIME... https://t.co/wn6lyYwm8F,10/19/2016 21:02:38 EDT,2650,296,381,"Labelle, FL"
10842,Hola #StorySocial peoples!!,10/19/2016 21:02:39 EDT,3494,1907,1794,"West Palm Beach, FL"
5222,"You could WIN a Getaway to Hawaii + Other Awesome Prizes! A 6,000 Value! Enter @lovewithfood's MEGA #GIVEAWAY: https://t.co/ZdpcGyREQF",10/19/2016 21:02:40 EDT,2002,4872,5249,"Warren, MI"
16833,"omg look at Lester grinning like ""not my job tonight lolz y'all I'm taking an ambien and gfto""

#livinghisbestlife #debatenight",10/19/2016 21:02:41 EDT,5264,291,601,"Washington, DC"
6340,When can I go back to paying a minimum amount of attention to current events? #debate,10/19/2016 21:02:45 EDT,562,98,259,"West Des Moines, IA"
1597,"RT @newtgingrich: .@HillaryClinton's ""dream"" of open borders &amp; open trade would literally  drive Americans, and America, bankrupt.… ",10/19/2016 21:02:47 EDT,71,354,219,"Pittsburgh, PA"
5163,RT @NextGenClimate: Last #debate starting now. Retweet if you already know that Trump ain't the one. https://t.co/9RB2FOAR2N,10/19/2016 21:02:48 EDT,55,11,54,Northern California
21679,the good lord wants the cubs to win.,10/19/2016 21:02:49 EDT,15997,256,864,chicago
21226,I'm not cut. I'm circumsized. @ClintonOAT,10/19/2016 21:02:50 EDT,732,253,167,Michigan
22220,"Announcer informs us that Trump plans to attack Clinton for all the crap we've been reading in the paper all week. In other words, SSDD.",10/19/2016 21:02:58 EDT,2190,1537,464,"Chicago, IL"
12722,RT @HillaryClinton: Follow @TheBriefing2016 during tonight's debate so you can help hold Trump accountable to the facts. RT to spread the w…,10/19/2016 21:03:00 EDT,4285,149,1068," Adelanto, CA 92301"
3309,@TalkinToU Of course!,10/19/2016 21:03:04 EDT,29,909,720,Los Angeles
16400,kuuz!!!! immediately with a steal and transition 3,10/19/2016 21:03:05 EDT,18329,1684,2173,
1597,RT @FrankLuntz: This was the most accurate poll of the 2012 election (https://t.co/Fub1J46EgP) and currently shows Trump winning by… ,10/19/2016 21:03:06 EDT,71,354,219,"Pittsburgh, PA"
9047,RT @VerminSupreme: #debate https://t.co/Jp3C6DzRLJ,10/19/2016 21:03:10 EDT,1219,395,233,"New York, New York"
3307,@JoeyBats19 ⬇️ https://t.co/OJ5E7G5VUg,10/19/2016 21:03:11 EDT,2840,165,227,Ohio
3343,LOL OH CANADA.... #Windians #WorldSeries https://t.co/PfGFhvwoes,10/19/2016 21:03:11 EDT,3074,58243,946,"wooster,ohio"
15612,Debate time! https://t.co/Yh79xUCC3g,10/19/2016 21:03:13 EDT,19309,437,916,"Cincinnati, OH"
2963,RT @nbc4i: #debate time!! #NBC4 https://t.co/NO2laU4m5I https://t.co/3vUIaKjpqa,10/19/2016 21:03:14 EDT,940,180,565,Central Ohio
5306,@aaaChristiine I did the same when they were in Milwaukee I don't remember taking the pic with them 😂😂😂,10/19/2016 21:03:16 EDT,3523,239,290,"Milwaukee, WI"
1444,"Hard to have a reaction stronger than ""meh"" to this. Why not? https://t.co/DuRI0JefqG",10/19/2016 21:03:18 EDT,4175,4169,975,Philadelphia 
3903,@bennettk #godbless,10/19/2016 21:03:18 EDT,9627,3344,303,SF Bay Area
12493,RT @Flewbys: Hell ya @StephenBaldwin7 and @ScottBaio (watch👉Stephen #Trump Trump Trump! 😂😂😂😂👊👊👊#DebateNight #Debates… ,10/19/2016 21:03:18 EDT,25292,1431,2652,"York, ME"
20283,"RT @jacksfilms: If they shake hands, that means they BOTH will be president #debatenight",10/19/2016 21:03:19 EDT,777,167,260,Texas
20881,"Here I am, Twitter...so it must be a debate night! Let's do this.",10/19/2016 21:03:21 EDT,118,209,235,"Greenville, SC"
12640,"It's time
#debate night https://t.co/T7m8T9YOk0",10/19/2016 21:03:21 EDT,627,318,914,newberg oregon
1445,RT @KappaCinco: This presidential race is so ridiculous that they have to lecture the audience to keep calm and not to act up. #debatenight,10/19/2016 21:03:24 EDT,322,303,563,Pennsylvania
16405,Saad sharing his story on local news of becoming US citizen &amp; volunteering for Hillary every single day #Debates2016 https://t.co/k9WAF5k2BO,10/19/2016 21:03:24 EDT,528,833,212,"Indianapolis, IN"
16732,RT @dianabutlerbass: All shall be well. All shall be well. All manner of thing shall be well. #debatenight,10/19/2016 21:03:26 EDT,318,491,482,"Nashville, TN, USA"
15585,Baseball added replay so they could have yet another way to antagonize the modern fan,10/19/2016 21:03:27 EDT,1234,117,272,"Milwaukee, WI"
10418,"RT @HageeMinistries: It only takes God a moment to move you from the pit of despair to the pinnacle of success. Give your sorrows to Him, a…",10/19/2016 21:03:28 EDT,256,48,113,"Merritt Island, FL"
19176,RT @CKluber: Shakin' in his boots https://t.co/jYr6W4N6Xt,10/19/2016 21:03:28 EDT,7478,350,614,United States
3903,@mattrobenolt @davidblewett @palendae fun. thanks!,10/19/2016 21:03:29 EDT,9627,3344,303,SF Bay Area
21041,RT @matt_carotenuto: Malik Obama's there but Africa is absent https://t.co/3eAWhTjNN6 #debatenight,10/19/2016 21:03:32 EDT,4635,2499,1698,"East Lansing, MI"
7788,Here we go. #debatenight,10/19/2016 21:03:33 EDT,1,351,385,"Milwaukee, WI"
22728,#debate ready!  #bluechairbay https://t.co/cnBmkBb3qH,10/19/2016 21:03:33 EDT,2266,186,591,"Melbourne, FL"
10167,RT @sharmeenochinoy: And now @MalalaFund takes the stage at @IIFmena to talk about investment in women #pakistan #proud https://t.co/PborGW…,10/19/2016 21:03:35 EDT,6029,161,157,New York
12500,@MLB review is still a joke. Make the correct call even if you have to make the ump look bad.,10/19/2016 21:03:37 EDT,900,134,220,"Duluth, GA"
2501,RT @gregb94: Hillary needs to not have a seizure. Trump needs to not physically shit in his hand and throw it at Hillary.,10/19/2016 21:03:37 EDT,138,1649,729,"Washington, DC."
19445,@ErinDoran_EdD I have to watch on @YouTube grrrr,10/19/2016 21:03:37 EDT,729,536,478,"Ames, IA"
21924,RT @mia_sato: I can't wait for the election to be over but honestly I'm going to miss debate Twitter a lot,10/19/2016 21:03:39 EDT,944,625,1364,Bermuda
1597,RT @Darren32895836: CNBC Crooked John Harwood/RNC Moderator who asked Donald Trump Extremely Rude Questions Caught Salivating Over Hill… ,10/19/2016 21:03:41 EDT,71,354,219,"Pittsburgh, PA"
20071,Here we go!! #debatenight,10/19/2016 21:03:42 EDT,256,177,380,"Springfield, MA"
17681,@Forbrydelsenfan @CharlesOrtel Some - I saw their salary recommendations 12 &amp; 13 FYs. Saw recent budget overview that is totally diff 2 AFS,10/19/2016 21:03:42 EDT,15426,2213,1937,SoCal
20501,RT @IjeomaOluo: Y'all ready for the last of these horror shows? #DrunkTweetTheDebates,10/19/2016 21:03:43 EDT,1304,556,915,"Washington, DC"
1921,"Me, prepping for #DebateNight: https://t.co/Q7u18i8Ga8",10/19/2016 21:03:45 EDT,901,313,194,Oregon
19186,How does Hillary prove she's for children and families while also supporting abortion?,10/19/2016 21:03:46 EDT,8878,194,466,Philly
1445,@AMXpression https://t.co/r9WOxo9jH2,10/19/2016 21:03:46 EDT,323,303,563,Pennsylvania
8889,#blessedSilence #ChrisWallace #win,10/19/2016 21:03:47 EDT,2952,525,930,"Minneapolis, MN"
11440,@jesseleesoffer 3. You've really made me feel awful.,10/19/2016 21:03:48 EDT,20183,478,282,I wish I was at the beach.
19924,Donald Trump's debate prep... #DebateNight #debate #debate2016 https://t.co/3frpc14VWS,10/19/2016 21:03:48 EDT,25,77,210,"Washington, DC"
5163,RT @billmaher: Debate prediction: Closest we get to talk of climate change tonight is when Trump mentions his daughter keeps getting hotter.,10/19/2016 21:03:51 EDT,55,11,54,Northern California
11586,"RT @chelseahandler: Will Trump take the high road, the low road, or the bridge that Chris Christie closed? #debate",10/19/2016 21:03:56 EDT,5475,271,567,"Georgia, USA"
17521,RT @Shizblacka: Stream will be live in a few at https://t.co/gb3UqIGt2S I'm playing #RivalsofAether with @danfornace and giving som… ,10/19/2016 21:03:57 EDT,9208,13934,960,"Seattle, WA"
22220,"Spotted: killer pantsuit in white. That means she's worn red, white, and blue for the three debates. Well played, @HillaryClinton.",10/19/2016 21:03:57 EDT,2190,1538,464,"Chicago, IL"
6772,RT @busbyj2: Is it over yet? #debateonanniversary,10/19/2016 21:03:58 EDT,7849,1893,1734,"Boston, MA"
11586,RT @donnabrazile: Prayers for Hillary as she makes history. https://t.co/UHU2a758Rn,10/19/2016 21:03:59 EDT,5475,271,567,"Georgia, USA"
11440,RT @HillaryClinton: Got her back? #DebateNight https://t.co/GpNCJMEOGM,10/19/2016 21:04:03 EDT,20183,478,282,I wish I was at the beach.
21412,RT @RoastMeDaily: When you think you did good on a test and then get your grade back.. https://t.co/fq2O0rWft2,10/19/2016 21:04:04 EDT,5202,481,396,"Douglas, Az"
16732,RT @TrevinWax: I wish that what's about to happen in Vegas would stay in Vegas. #DebateNight,10/19/2016 21:04:06 EDT,318,491,482,"Nashville, TN, USA"
2437,"DISNEY EXCLUSIVE-MICKEY MOUSE-10""-HAS FROG THAT CROAKS! #Mickey #Disney #DisneySTORE #RARE https://t.co/r1DlT4uCiI https://t.co/6Gj5B3HCGc",10/19/2016 21:04:06 EDT,310795,168995,171519,Nevada
10671,"@BrianHamiltonSI I have over 5 ""rigged""",10/19/2016 21:04:07 EDT,103,652,1381,Florida
7233,RT @ObsoleteDogma: Instead of begging the debate audience to be quiet how about we don’t have a debate audience?,10/19/2016 21:04:09 EDT,1068,457,741,Baltimore
11440,RT @HillaryClinton: Can you say you stepped up when it counted most? Chip in before tonight's #debate to show you're on Hillary's team: htt…,10/19/2016 21:04:09 EDT,20183,478,282,I wish I was at the beach.
6772,"RT @GuardianUS: Buckle up, losers. It's starting. https://t.co/NjMcB9twio #debatenight https://t.co/VaOOvfbIma",10/19/2016 21:04:11 EDT,7849,1893,1734,"Boston, MA"
15597,@a_schille7 NKU blowing up my phone,10/19/2016 21:04:12 EDT,22303,1023,1918,"West Chester, OH"
7128,"RT @SheriffClarke: Chicago has 1,000 more shooting victims this year than last. Trump takes note. Clinton whistles past the graveyard… ",10/19/2016 21:04:15 EDT,133,94,153,"Lexington Park, MD"
17892,Female #voters here. Even the #dog is nervous about the #debatenight https://t.co/PnYLRkWXz2,10/19/2016 21:04:15 EDT,6249,1496,873,"NJ, NYC, SHH RIGHT BEHIND YOU!"
3011,"@FantasyFollwer From 2006-now I would say Johnson was better, but 2000-2005 could very well put Urlacher over Johnson.",10/19/2016 21:04:16 EDT,81,25173,794,"Cincinnati, OH"
20881,"Note: as I tease and retweet, a serious moment first--my goal this week is to research.",10/19/2016 21:04:21 EDT,118,208,235,"Greenville, SC"
8337,Dear longfic writer https://t.co/Tdj8fiep89,10/19/2016 21:04:21 EDT,2650,296,381,"Labelle, FL"
1162,"If you were looking for a cordial moment in a presidential debate, you should have stayed in the last century. #debatenight",10/19/2016 21:04:22 EDT,1249,148,232,"Portland, OR"
1597,"RT @steph93065: These frauds were not discovered until 3 years later.
#RiggedSystem https://t.co/ruaxFbvirc",10/19/2016 21:04:22 EDT,71,354,219,"Pittsburgh, PA"
